var,cat,group,arr,auto
MP2_MetabActF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_MetabIn,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP_MetabMinF,MP,Mineral Phosphorus (Method 1),zonelayer_df,
MP2_MetabS,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_MinDueToSB,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_MinNutpool,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_OrgInpRtConc,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_OrgInpRtP,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_OrgP_Leached,MP2,Mineral Phosphorus (Method 2),zone_df,
MP2_OrgP_Leaching,MP2,Mineral Phosphorus (Method 2),zone_df,
MP2_Pas_SomTrans,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_Pass,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_PassAct,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_PassMinF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_PassS,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_Slw,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_Slw_SomTrans,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_SlwAct,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_SlwMin,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_SlwMinF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_SlwPassF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_SlwS,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_SomMinExch,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_Str_SomTrans,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_Struc,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_StrucActF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_StrucIn,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_StrucMinF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_StrucS,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
MP2_StrucSlwF,MP2,Mineral Phosphorus (Method 2),zonelayer_df,
N_AtmInp,N,Nitrogen,nut_df,
N_AvgLeachConc,N,Nitrogen,layernut_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N15_C,N15,Nitrogen-15 Isotope Tracing,zone_df,
N_CNutMob,N,Nitrogen,zonenut_df,
N_CRhizKaPM,N,Nitrogen,zonelayer_df,
N_CRhizKaPMod,N,Nitrogen,zone_df,
N_CRhizVol,N,Nitrogen,zonelayer_df,
N_Cterm,N,Nitrogen,zonelayernut_df,
N_CTUptPot,N,Nitrogen,zonelayernut_df,
N_CumAtmInput,N,Nitrogen,nut_df,
N_CUpt,N,Nitrogen,zonelayernut_df,Yes zone
N15_CUpt,N15,Nitrogen-15 Isotope Tracing,zonelayer_df,
N_CUptPot,N,Nitrogen,zonelayernut_df,
N_CUptPotAct,N,Nitrogen,zonelayernut_df,
N_Diff,N,Nitrogen,zonelayernut_df,
N_EdgeFF,N,Nitrogen,nut_df,
N_EdgeFFH,N,Nitrogen,nut_df,
N_EdgeFFV,N,Nitrogen,nut_df,
N_HLeach,N,Nitrogen,zonelayernut_df,
N_ImmInput,N,Nitrogen,zonenut_df,
N_ImmobileNut,N,Nitrogen,zonelayernut_df,
N_In,N,Nitrogen,zonelayernut_df,
N_Init,N,Nitrogen,zonelayernut_df,
N_Ka,N,Nitrogen,zonelayernut_df,
N_KaLeach,N,Nitrogen,zonelayernut_df,
N_KaP,N,Nitrogen,zonelayer_df,
N_KaPDef,N,Nitrogen,zonelayer_df,
N_LatInFlow,N,Nitrogen,layernut_df,
N_LatInflowCum,N,Nitrogen,layernut_df,
N_LatNutInflow,N,Nitrogen,layernut_df,
N_LatOutFlow,N,Nitrogen,zonelayernut_df,
N_LatOutflowCum,N,Nitrogen,layernut_df,
N_LeachConc,N,Nitrogen,zonelayernut_df,
N_LeachCumV,N,Nitrogen,zonenut_df,Yes
N_LeachOutx,N,Nitrogen,zonenut_df,
N_LocFF3i,N,Nitrogen,zonelayernut_df,
N_LossAcc,N,Nitrogen,zonelayernut_df,
N_LossiCum,N,Nitrogen,zonelayernut_df,
N_NGassLoss,N,Nitrogen,zonelayer_df,
N_NInit,N,Nitrogen,zonelayer_df,
N_NLossCum,N,Nitrogen,zonelayer_df,
N_NutMobil,N,Nitrogen,zonelayernut_df,
N15_ResidMulch,N15,Nitrogen-15 Isotope Tracing,zone_df,
N_RhizCShare,N,Nitrogen,zonelayer_df,
N_RhizEffect,N,Nitrogen,zonelayer_df,
N_RhizTShare,N,Nitrogen,zonelayertree_df,
N_Soil,N,Nitrogen,zonelayernut_df,
N_SomMinExch,N,Nitrogen,zonelayernut_df,
N_Stock,N,Nitrogen,zonelayernut_df,Yes zone
N15_Stock,N15,Nitrogen-15 Isotope Tracing,zonelayer_df,
N_StockZoneLayer,N,Nitrogen,zonelayer_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N15_T,N15,Nitrogen-15 Isotope Tracing,tree_df,
N_TNUptDem,N,Nitrogen,zonelayer_df,
N_TNUptPot,N,Nitrogen,zonelayertree_df,
N_TNUptPotAct,N,Nitrogen,zonelayertree_df,
N_TotFF,N,Nitrogen,nut_df,
N_TotFFi,N,Nitrogen,zonelayernut_df,
N_TotFFL,N,Nitrogen,layernut_df,
N_TotFFTot,N,Nitrogen,nut_df,
N_TotFFZn,N,Nitrogen,nut_df,
N_TotUpt,N,Nitrogen,nut_df,
N_TotUptLoss,N,Nitrogen,nut_df,
N_TotUptH,N,Nitrogen,nut_df,
N_TotUpti,N,Nitrogen,zonelayernut_df,
N_TPUptDem,N,Nitrogen,zonelayer_df,
N_TPUptPot,N,Nitrogen,zonelayertree_df,
N_TPUptPotAct,N,Nitrogen,zonelayertree_df,
N_TRhizKaPM,N,Nitrogen,zonelayertree_df,
N_TRhizKaPMod,N,Nitrogen,tree_df,
N_TTNUptPot,N,Nitrogen,zonelayertree_df,
N_TTPUptPot,N,Nitrogen,zonelayertree_df,
N_TUpt,N,Nitrogen,zonelayernut_df,Yes zone
N_TUpt,N,Nitrogen,zonelayertreenut_df,
N15_TUpt,N15,Nitrogen-15 Isotope Tracing,zonelayertree_df,
N15_TUptTot,N15,Nitrogen-15 Isotope Tracing,tree_df,
N_UptCCum,N,Nitrogen,zonelayernut_df,
N_UptEdgeH,N,Nitrogen,nut_df,
N_UptEdgeV,N,Nitrogen,nut_df,
N_UptPot,N,Nitrogen,zonelayernut_df,
N_UptTCum,N,Nitrogen,zonelayertreenut_df,
N_VLeach,N,Nitrogen,zonelayernut_df,Yes zone
N15_WeedSeedFall,N15,Nitrogen-15 Isotope Tracing,zone_df,
P_BurnLab,P,Economic Balance (Profitability),,
P_CCostExtOrg,P,Economic Balance (Profitability),price_df,
P_CCostFert,P,Economic Balance (Profitability),price_df,
P_CCostInp,P,Economic Balance (Profitability),price_df,
P_CCostLab,P,Economic Balance (Profitability),price_df,
P_CCostPestWeedCont,P,Economic Balance (Profitability),price_df,
P_CCosts,P,Economic Balance (Profitability),price_df,
P_CCostsAvg,P,Economic Balance (Profitability),price_df,
P_CCostSeed,P,Economic Balance (Profitability),price_df,
P_CCostSeedZn,P,Economic Balance (Profitability),zoneprice_df,
P_CCostsInc,P,Economic Balance (Profitability),price_df,
P_CCostsTot,P,Economic Balance (Profitability),price_df,
P_CFertLab,P,Economic Balance (Profitability),zone_df,
P_CFertLabour,P,Economic Balance (Profitability),,
P_CFertLabourZn,P,Economic Balance (Profitability),zone_df,
P_CHarvLab,P,Economic Balance (Profitability),zone_df,
P_CHarvLabour,P,Economic Balance (Profitability),,
P_CHarvLabourperType,P,Economic Balance (Profitability),crop_df,
P_CostsBenefits,P,Economic Balance (Profitability),price_df,
P_CPestConLab,P,Economic Balance (Profitability),zone_df,
P_CPestConLabour,P,Economic Balance (Profitability),,
P_CPestConLabZn,P,Economic Balance (Profitability),zone_df,
P_CPestContPrice,P,Economic Balance (Profitability),price_df,
P_CPlantLab,P,Economic Balance (Profitability),zone_df,
P_CPlantLabour,P,Economic Balance (Profitability),,
P_CPlantLabourZn,P,Economic Balance (Profitability),zone_df,
P_CReturn,P,Economic Balance (Profitability),price_df,
P_CReturnAvg,P,Economic Balance (Profitability),price_df,
P_CReturnInc,P,Economic Balance (Profitability),price_df,
P_CReturnperType,P,Economic Balance (Profitability),cropprice_df,
P_CReturnTot,P,Economic Balance (Profitability),price_df,
P_CropHarvest,P,Economic Balance (Profitability),,
P_CropHarvMarker,P,Economic Balance (Profitability),,
P_CumLabUse,P,Economic Balance (Profitability),,
P_CurrCropBenefitFlow,P,Economic Balance (Profitability),,
P_CurrentCropCB,P,Economic Balance (Profitability),,
P_CWeedLab,P,Economic Balance (Profitability),zone_df,
P_CWeedLabour,P,Economic Balance (Profitability),,
P_CWeedLabZn,P,Economic Balance (Profitability),zone_df,
P_CYieldPrice,P,Economic Balance (Profitability),zoneprice_df,
P_DayAfterCropharv,P,Economic Balance (Profitability),,
P_DayLabUse,P,Economic Balance (Profitability),,
P_DiscountRate,P,Economic Balance (Profitability),,
P_ExtOrg,P,Economic Balance (Profitability),inpprice_df,
P_FenceMatCost,P,Economic Balance (Profitability),price_df,
P_FlagCSet,P,Economic Balance (Profitability),,
P_FlagPrevCropOK_is,P,Economic Balance (Profitability),,
P_GenCosts,P,Economic Balance (Profitability),price_df,
P_GenCostsInc,P,Economic Balance (Profitability),price_df,
P_GeneralCosts,P,Economic Balance (Profitability),price_df,
P_NPV,P,Economic Balance (Profitability),price_df,
P_PrevCropOK_is,P,Economic Balance (Profitability),,
P_PriceCSeed,P,Economic Balance (Profitability),zoneprice_df,
P_PriceFert,P,Economic Balance (Profitability),nutprice_df,
P_ProfitRecCrop,P,Economic Balance (Profitability),,
P_StockZoneLayer,P,Economic Balance (Profitability),zonelayer_df,
P_TCost,P,Economic Balance (Profitability),price_df,
P_TCostInp,P,Economic Balance (Profitability),price_df,
P_TCostLab,P,Economic Balance (Profitability),price_df,
P_TCostsInc,P,Economic Balance (Profitability),price_df,
P_TCostsTot,P,Economic Balance (Profitability),price_df,
P_TFertLab,P,Economic Balance (Profitability),tree_df,
P_TFertLabour,P,Economic Balance (Profitability),,
P_TFertLabourperTree,P,Economic Balance (Profitability),tree_df,
P_TFreshFruitLabourTree,P,Economic Balance (Profitability),tree_df,
P_TFreshLatex,P,Economic Balance (Profitability),tree_df,
P_TFruitHarvLab,P,Economic Balance (Profitability),tree_df,
P_TFruitHarvLabour,P,Economic Balance (Profitability),,
P_TFruitPrice,P,Economic Balance (Profitability),treeprice_df,
P_TLatexHarvLab,P,Economic Balance (Profitability),tree_df,
P_TLatexHarvLabour,P,Economic Balance (Profitability),,
P_TLatexHarvLabourTree,P,Economic Balance (Profitability),tree_df,
P_TLatexPrice,P,Economic Balance (Profitability),treeprice_df,
P_TPlantLab,P,Economic Balance (Profitability),tree_df,
P_TPlantLabour,P,Economic Balance (Profitability),,
P_TPlantLabourTree,P,Economic Balance (Profitability),tree_df,
P_TPrunLab,P,Economic Balance (Profitability),tree_df,
P_TPrunLabour,P,Economic Balance (Profitability),,
P_TPrunLabourTree,P,Economic Balance (Profitability),tree_df,
P_TPrunNo,P,Economic Balance (Profitability),treepcomp_df,
P_TPrunNoInc,P,Economic Balance (Profitability),treepcomp_df,
P_TPrunPrice,P,Economic Balance (Profitability),treeprice_df,
P_TReturn,P,Economic Balance (Profitability),price_df,
P_TReturnFruit,P,Economic Balance (Profitability),price_df,
P_TReturnInc,P,Economic Balance (Profitability),price_df,
P_TReturnLatex,P,Economic Balance (Profitability),price_df,
P_TReturnPrun,P,Economic Balance (Profitability),price_df,
P_TReturnTot,P,Economic Balance (Profitability),price_df,
P_TReturnWood,P,Economic Balance (Profitability),price_df,
P_TSeedPrice,P,Economic Balance (Profitability),treeprice_df,
P_TSeedPriceInp,P,Economic Balance (Profitability),treeprice_df,
P_TWoodHarvLab,P,Economic Balance (Profitability),tree_df,
P_TWoodHarvLabour,P,Economic Balance (Profitability),,
P_TWoodHarvLabourTree,P,Economic Balance (Profitability),tree_df,
P_TWoodPrice,P,Economic Balance (Profitability),treeprice_df,
P_UnitLabCost,P,Economic Balance (Profitability),price_df,
P_WeedPestTime,P,Economic Balance (Profitability),zone_df,
PD_CFrugConst,PD,Pest & Disease,zone_df,
PD_CFrugImp,PD,Pest & Disease,zoneanimal_df,
PD_CFrugiVFrac,PD,Pest & Disease,zone_df,
PD_ChangeAnPop,PD,Pest & Disease,animal_df,
PD_CHerbConst,PD,Pest & Disease,zone_df,
PD_CHerbImp,PD,Pest & Disease,zoneanimal_df,
PD_CHerbVFrac,PD,Pest & Disease,zone_df,
PD_CRhizConst,PD,Pest & Disease,zone_df,
PD_CRhizImp,PD,Pest & Disease,zoneanimal_df,
PD_CRhizoVFrac,PD,Pest & Disease,zone_df,
PD_CropsEaten_is,PD,Pest & Disease,zoneanimal_df,
PD_FenceBuildDoY,PD,Pest & Disease,,
PD_FenceBuildEvent,PD,Pest & Disease,,
PD_FenceBuilding,PD,Pest & Disease,,
PD_FenceBuildLab,PD,Pest & Disease,,
PD_FenceBuildLabSeq,PD,Pest & Disease,,
PD_FenceBuildY,PD,Pest & Disease,,
PD_FenceDecay,PD,Pest & Disease,,
PD_FenceMatUsed,PD,Pest & Disease,price_df,
PD_FencePast,PD,Pest & Disease,,
PD_FenceQ,PD,Pest & Disease,,
PD_FenceTime,PD,Pest & Disease,,
PD_NastiesinPlot,PD,Pest & Disease,animal_df,
PD_TEatenBy_is,PD,Pest & Disease,treeanimal_df,
PD_TFrugImp,PD,Pest & Disease,treeanimal_df,
PD_TFrugVFrac,PD,Pest & Disease,tree_df,
PD_THerbImp,PD,Pest & Disease,treeanimal_df,
PD_THerbVFrac,PD,Pest & Disease,tree_df,
PD_TLigVFrac,PD,Pest & Disease,tree_df,
PD_TRhizImp,PD,Pest & Disease,treeanimal_df,
PD_TRhizVFrac,PD,Pest & Disease,tree_df,
PDTLigImp,PD,Pest & Disease,treeanimal_df,
Rain,RAIN,Rainfall,,Yes
RAIN_AnaerInd,RAIN,Rainfall,zone_df,
RAIN_AnaerIndCh,RAIN,Rainfall,zone_df,
RAIN_CanopyWater,RAIN,Rainfall,zone_df,
RAIN_Cum,RAIN,Rainfall,,Yes
RAIN_CumWet,RAIN,Rainfall,,
RAIN_Data,RAIN,Rainfall,,
RAIN_DayProp,RAIN,Rainfall,,
RAIN_DaysIn,RAIN,Rainfall,,
RAIN_DoY,RAIN,Rainfall,,
RAIN_Duration,RAIN,Rainfall,,
RAIN_EventRunoff,RAIN,Rainfall,zone_df,
RAIN_FracDayWet,RAIN,Rainfall,zone_df,
RAIN_fRandom,RAIN,Rainfall,,
RAIN_fTable,RAIN,Rainfall,,
RAIN_In,RAIN,Rainfall,zone_df,
RAIN_Inf,RAIN,Rainfall,layer_df,
RAIN_InfConstr,RAIN,Rainfall,zone_df,
RAIN_InfilAct,RAIN,Rainfall,,
RAIN_Infiltr,RAIN,Rainfall,zone_df,
RAIN_IntercDelay,RAIN,Rainfall,zone_df,
RAIN_InterceptEvap,RAIN,Rainfall,zone_df,
RAIN_InterceptEvapAvg,RAIN,Rainfall,,
RAIN_Interception,RAIN,Rainfall,zone_df,
RAIN_InterceptionAvg,RAIN,Rainfall,,
RAIN_IntercEvapCum,RAIN,Rainfall,,
RAIN_MeanDailyon,RAIN,Rainfall,,
RAIN_MonthTot,RAIN,Rainfall,,
RAIN_Numberof,RAIN,Rainfall,,
RAIN_Pattern,RAIN,Rainfall,,
RAIN_Pattern,RAIN,Rainfall,,
RAIN_PatternMonthlyMean,RAIN,Rainfall,,
RAIN_ProbabilityofDry,RAIN,Rainfall,,
RAIN_Random,RAIN,Rainfall,,
RAIN_RelWet,RAIN,Rainfall,,
RAIN_RunOff,RAIN,Rainfall,,
RAIN_RunOff,RAIN,Rainfall,layer_df,
RAIN_RunOffZn,RAIN,Rainfall,zone_df,
RAIN_RunOn,RAIN,Rainfall,,
RAIN_SurfPondDelay,RAIN,Rainfall,zone_df,
RAIN_TimeAvForInf,RAIN,Rainfall,zone_df,
RAIN_Today_is,RAIN,Rainfall,,
RAIN_TotCovFrac,RAIN,Rainfall,zone_df,
RAIN_Type,RAIN,Rainfall,,
RAIN_WatStorCap,RAIN,Rainfall,zone_df,
RAIN_WatStorTTot,RAIN,Rainfall,zone_df,
RAIN_WeightAct,RAIN,Rainfall,zone_df,
RAIN_WeightTot,RAIN,Rainfall,,
RAIN_Wet,RAIN,Rainfall,,
RAIN_Yesterday_is,RAIN,Rainfall,,
RAIN_YesterdayF,RAIN,Rainfall,,
RT3_AllocDown,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_AllocUpw,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_AllocWithin,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_AvgNutUptperRoot,RT3,Root (Type 3 Model),treenut_df,
RT3_AvgWUptperRoot,RT3,Root (Type 3 Model),tree_df,
RT3_Beta,RT3,Root (Type 3 Model),zonelayertree_df,
RT_C,RT,Root,zonelayer_df,
RT_C,RT,Root,zonelayer_df,
RT_CAmount,RT,Root,zonelayer_df,
RT_CDecDepth,RT,Root,zone_df,
RT_CDecDepthAct,RT,Root,zone_df,
RT_CDecDepthC,RT,Root,zone_df,
RT_CDecDepthD,RT,Root,zone_df,
RT_CDecDepthInc,RT,Root,zone_df,
RT_CDistResp,RT,Root,zone_df,
RT_CHalfLifeCurr,RT,Root,zone_df,
RT3_Check,RT3,Root (Type 3 Model),tree_df,
RT_CLraC,RT,Root,zone_df,
RT_CLraCurr,RT,Root,zone_df,
RT_CLraDyn,RT,Root,zone_df,
RT_CLrv,RT,Root,zonelayer_df,
RT_CLrvExp,RT,Root,zonelayer_df,
RT_CLrvM,RT,Root,zonelayer_df,
RT_CLrvMCurr,RT,Root,zonelayer_df,
RT_CLrvMinM,RT,Root,zonelayer_df,
RT_CLrvt,RT,Root,zone_df,
RT3_CoarseRt,RT3,Root (Type 3 Model),tree_df,
RT_CParasitFrac,RT,Root,zone_df,
RT3_CR,RT3,Root (Type 3 Model),tree_df,
RT3_CRdecay,RT3,Root (Type 3 Model),tree_df,
RT_CRelChange,RT,Root,zone_df,
RT3_CRfraction,RT3,Root (Type 3 Model),tree_df,
RT3_CRincr,RT3,Root (Type 3 Model),tree_df,
RT_CRtAllocRespCurr,RT,Root,zone_df,
RT3_CRTarget,RT3,Root (Type 3 Model),tree_df,
RT_CSRLCurr,RT,Root,zone_df,
RT_CUptRel,RT,Root,zone_df,
RT3_CurrentStress,RT3,Root (Type 3 Model),tree_df,
RT3_DecFrac,RT3,Root (Type 3 Model),zonelayertree_df,
RT_Depth,RT,Root,zonelayer_df,
RT_Depth,RT,Root,,
RT3_DepthWidthRatio,RT3,Root (Type 3 Model),zonelayer_df,
RT3_DepthZone,RT3,Root (Type 3 Model),zonelayer_df,
RT_Diam,RT,Root,zonelayer_df,
RT_Diam,RT,Root,zonelayer_df,
RT_Diam,RT,Root,zonelayer_df,
RT_Diam,RT,Root,zonelayer_df,
RT3_FineRootInc,RT3,Root (Type 3 Model),tree_df,
RT3_FRAlloc,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_FRBiomass,RT3,Root (Type 3 Model),tree_df,
RT_GMS,RT,Root,zonelayer_df,
RT_GMW,RT,Root,zonelayer_df,
RT_GS,RT,Root,zonelayer_df,
RT_GW,RT,Root,zonelayer_df,
RT3_LamHor,RT3,Root (Type 3 Model),zonelayertree_df,
RT_LFRLength,RT,Root,zonelayertree_df,
RT3_LFRtGr,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LFRtMort,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LN,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LP,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LRelUptperLrv,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LRtExp_is,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LRV,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_LrvDepth,RT3,Root (Type 3 Model),zonelayertree_df,
RT_LrvMS,RT,Root,zonelayer_df,
RT_LrvMW,RT,Root,zonelayer_df,
RT_LrvS,RT,Root,zonelayer_df,
RT_LrvW,RT,Root,zonelayer_df,
RT3_LW,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_RelUptTot,RT3,Root (Type 3 Model),tree_df,
RT3_RelUptWL,RT3,Root (Type 3 Model),zonelayertree_df,
RT_Rho,RT,Root,zonelayer_df,
RT_Rho,RT,Root,zonelayer_df,
RT_Rho,RT,Root,zonelayer_df,
RT_Rho,RT,Root,zonelayer_df,
RT_RhoCL,RT,Root,zonelayer_df,
RT_RhoTL,RT,Root,zonelayertree_df,
RT_RhoTot,RT,Root,zonelayer_df,
RT3_RtAllocTot,RT3,Root (Type 3 Model),tree_df,
RT_StopGap,RT,Root,,
RT3_SumTransp,RT3,Root (Type 3 Model),zonelayertree_df,
RT_T,RT,Root,zonelayertree_df,
RT_T,RT,Root,tree_df,
RT_T,RT,Root,zonelayertree_df,
RT_TAlloc,RT,Root,tree_df,
RT_TAllocResp,RT,Root,tree_df,
RT_TAmount,RT,Root,zonelayertree_df,
RT_TAmountH,RT,Root,zonetree_df,
RT_TAmountHTree,RT,Root,tree_df,
RT_TAmountPerTree,RT,Root,tree_df,
RT_TAmountV,RT,Root,layertree_df,
RT_TC,RT,Root,zonelayer_df,
RT_TCDiam,RT,Root,zonelayer_df,
RT_TDecDepthAct,RT,Root,tree_df,
RT_TDecDepthActInitPlantTree,RT,Root,tree_df,
RT_TDecDepthC,RT,Root,tree_df,
RT_TDecDepthD,RT,Root,tree_df,
RT_TDecDepthInc,RT,Root,tree_df,
RT_TDiam,RT,Root,tree_df,
RT_TDistResp,RT,Root,tree_df,
RT_TDistShapeAct,RT,Root,tree_df,
RT_TDistShapeActInitPlantTime,RT,Root,tree_df,
RT_TDistShapeC,RT,Root,tree_df,
RT_TDistShapeD,RT,Root,tree_df,
RT_TDistShapeInc,RT,Root,tree_df,
RT_TField,RT,Root,tree_df,
RT_TLra,RT,Root,zonetree_df,
RT_TLraCD,RT,Root,tree_df,
RT_TLraX,RT,Root,tree_df,
RT_TlraXCurr,RT,Root,tree_df,
RT_TLraXD,RT,Root,tree_df,
RT_TLrv,RT,Root,zonelayertree_df,
RT_TLrvEff,RT,Root,zonelayertree_df,
RT_TLrvEllip,RT,Root,zonelayertree_df,
RT_TLrvEllipAct,RT,Root,zonelayertree_df,
RT_TLrvL,RT,Root,zonelayertree_df,
RT_TLrvM,RT,Root,zonelayertree_df,
RT_TLrvMinM,RT,Root,zonelayertree_df,
RT_TParasitFrac,RT,Root,zonetree_df,
RT_TPresence,RT,Root,tree_df,
RT_TProxGini,RT,Root,tree_df,
RT_TRelChangeH,RT,Root,tree_df,
RT_TRelChangeV,RT,Root,tree_df,
RT_TRhizVol,RT,Root,zonelayertree_df,
RT_TSpecrolT,RT,Root,zonelayertree_df,
RT_TSRL,RT,Root,tree_df,
RT_TTotLength,RT,Root,tree_df,
RT_TUptRelH,RT,Root,tree_df,
RT_TUptRelV,RT,Root,tree_df,
RT3_Voxel,RT3,Root (Type 3 Model),zonetree_df,
RT3_VoxHorExp,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_VoxTreeDist,RT3,Root (Type 3 Model),zonelayertree_df,
RT3_VoxVol,RT3,Root (Type 3 Model),zonelayer_df,
RT_ZoneLeft,RT,Root,zone_df,
RT_ZoneRight,RT,Root,zone_df,
SB_AerosolFrac,SB,Slash & Burn,zone_df,
SB_AerosolProd,SB,Slash & Burn,zone_df,
SB_Ash,SB,Slash & Burn,zone_df,
SB_BurntWood,SB,Slash & Burn,zonepcomp_df,
SB_DeadWood,SB,Slash & Burn,zonepcomp_df,
SB_DeadWoodBurnFrac,SB,Slash & Burn,zone_df,
SB_DeadWoodIncr,SB,Slash & Burn,zonepcomp_df,
SB_DeadWoodLitTransfer,SB,Slash & Burn,zonepcomp_df,
SB_DWlossfromBurn,SB,Slash & Burn,zone_df,
SB_FCch,SB,Slash & Burn,zone_df,
SB_FineNecromass,SB,Slash & Burn,zonepcomp_df,
SB_Fire_is,SB,Slash & Burn,,
SB_FireImpWatRet,SB,Slash & Burn,zone_df,
SB_FireTempIncSurf,SB,Slash & Burn,zone_df,
SB_FireTempIncTopSoil,SB,Slash & Burn,zone_df,
SB_FireTime_is,SB,Slash & Burn,,
SB_FirEvapSW,SB,Slash & Burn,zone_df,
SB_FirImpPsorption,SB,Slash & Burn,zone_df,
SB_FirIndPmobiliz,SB,Slash & Burn,zone_df,
SB_FirMortSeedBank,SB,Slash & Burn,zone_df,
SB_FirTreeMort_is,SB,Slash & Burn,tree_df,
SB_HazeFromSlash,SB,Slash & Burn,zonepcomp_df,
SB_HazeFromWood,SB,Slash & Burn,zonepcomp_df,
SB_IsSlashDry_is,SB,Slash & Burn,zone_df,
SB_MinNutRel,SB,Slash & Burn,zonepcomp_df,
SB_MinNutRele,SB,Slash & Burn,zonepcomp_df,
SB_NecroBurnFrac,SB,Slash & Burn,zone_df,
SB_NecroFNutVolat,SB,Slash & Burn,zonepcomp_df,
SB_NecromasNP,SB,Slash & Burn,zonenut_df,
SB_NecromassBurn,SB,Slash & Burn,zonepcomp_df,
SB_NecromLitTransf,SB,Slash & Burn,zonepcomp_df,
SB_NutVolatFrac,SB,Slash & Burn,zonepcomp_df,
SB_Nutvolatilized,SB,Slash & Burn,zonepcomp_df,
SB_NVolatFrac,SB,Slash & Burn,zone_df,
SB_PastSlashEvents,SB,Slash & Burn,tree_df,
